Time,SVID,S4_index,Dlat_IPP,Dlong_IPP,VTEC,Phi60_Sig1_60
2025-11-18 18:46:00,5,0.11,12.531616648111408,42.99767928545328,19.103680519309627,0.048
2025-11-18 18:46:00,12,0.01,7.500246730972462,41.47623701378683,11.309628795523906,0.036
2025-11-18 18:46:00,18,,9.843435940105618,36.83672923167017,7.915202831658492,0.022
2025-11-18 18:46:00,23,0.03,6.004451951908539,38.68100751243207,7.48930494125307,0.031
2025-11-18 18:46:00,25,0.01,9.22006947895164,39.58974951778038,5.9639756296609,0.031
2025-11-18 18:46:00,28,,9.881659516915368,33.60309059569311,9.008870189494095,0.033
2025-11-18 18:46:00,29,,13.533471565277067,39.59163923032375,17.98627075770037,0.031
2025-11-18 18:46:00,46,0.06,11.655473900576744,37.16395638346142,31.218895464098676,0.091
2025-11-18 18:46:00,53,0.01,8.278939827263944,38.98386746807046,44.34028158349676,0.163
2025-11-18 18:46:00,56,0.1,13.640474992759177,37.71438901072686,29.85947548053196,0.049
2025-11-18 18:46:00,57,0.04,10.243509573230321,34.04000426699347,25.315636618936676,0.048
2025-11-18 18:46:00,80,0.04,6.777182953599313,34.91289624795622,13.69668793016945,0.035
2025-11-18 18:46:00,82,0.03,8.68098715618014,36.591186526232185,14.579981383836664,0.035
2025-11-18 18:46:00,93,0.01,9.133994227905946,40.383465827280745,9.323246881169576,0.025
2025-11-18 18:46:00,101,0.03,11.748749986714392,38.11807403057455,14.249215197170303,0.031
2025-11-18 18:46:00,103,0.04,11.481164619873594,38.9167698860693,17.432781064436032,0.032
2025-11-18 18:46:00,121,0.08,8.538268313396813,35.24704480228678,,0.071
2025-11-18 18:46:00,123,0.02,8.538742925095061,37.791813976847905,-985.7064554054799,0.059
2025-11-18 18:46:00,127,0.03,8.459774993751846,39.88136386558202,-172.50581555266862,0.353
2025-11-18 18:46:00,128,0.05,8.518371583664623,42.452509173008046,-135.17914769135973,0.156
2025-11-18 18:46:00,129,0.06,8.491646358603331,43.624671286344864,,0.043
2025-11-18 18:46:00,134,0.1,8.468194743385872,43.79882713431948,,0.102
2025-11-18 18:46:00,136,0.03,8.529610023995538,36.284739621160284,-121.21779113911121,0.349
2025-11-18 18:46:00,201,0.02,8.593736305443564,41.99842616759463,-55.703972925539226,0.026
2025-11-18 18:46:00,142,0.04,8.432582228594432,42.56483691860849,5.757421225104266,0.046
2025-11-18 18:46:00,145,0.02,8.42259516407379,40.14890458468054,2.135700032363926,0.031
2025-11-18 18:46:00,148,0.06,12.313332495598896,42.452603992811476,16.497734363965883,0.063
2025-11-18 18:46:00,150,0.05,10.613161196961311,44.68638076897883,11.76267356900571,0.073
2025-11-18 18:46:00,151,0.06,12.179360255361892,36.74763687619979,11.614973835433716,0.041
2025-11-18 18:46:00,152,0.05,14.701583315956825,41.611536653150154,26.443962840264543,0.051
2025-11-18 18:46:00,153,0.01,10.800997915197716,41.56264673541057,12.674156754091381,0.058
2025-11-18 18:46:00,161,0.03,8.390140842900085,44.37425432979464,,0.03
2025-11-18 18:46:00,164,0.02,7.279455342248006,39.016542279796404,,0.027
2025-11-18 18:46:00,165,0.04,10.25093866234482,36.771748846470565,,0.034
2025-11-18 18:46:00,174,0.02,13.030247842424801,38.719817959436384,,0.027
2025-11-18 18:46:00,178,0.03,13.926385319314916,43.61305807496318,,0.041
2025-11-18 18:46:00,224,0.04,4.656684595355706,41.061264485388755,,0.031
2025-11-18 18:46:00,225,0.05,11.426271510686991,33.87170944743912,,0.03
2025-11-18 18:46:00,242,0.02,8.593736305443564,41.99842616759463,,0.024
2025-11-18 18:47:00,5,0.13,12.733293193929073,43.093841127424945,20.116744945132087,0.052
2025-11-18 18:47:00,12,0.04,7.398228525132184,41.53636956498986,8.692411814266515,0.03
2025-11-18 18:47:00,18,0.03,9.876977671331073,36.84992003217055,9.241257383033789,0.023
2025-11-18 18:47:00,23,0.04,6.105639338427301,38.68453571108431,6.884541801970402,0.025
2025-11-18 18:47:00,25,0.02,9.192445056732529,39.593122406375436,7.264959910383417,0.025
2025-11-18 18:47:00,28,,9.792288087168538,33.590915945556304,7.237961191000419,0.03
2025-11-18 18:47:00,29,,13.518974727132088,39.670813739471114,17.006661368218477,0.029
2025-11-18 18:47:00,46,0.04,11.627067420572772,37.11894724830885,28.84748826881733,0.072
2025-11-18 18:47:00,53,0.01,8.275725352963457,38.96918108009873,40.00335879625688,0.102
2025-11-18 18:47:00,56,0.07,13.640474992759177,37.71438901072686,29.87696306963894,0.044
2025-11-18 18:47:00,57,0.05,10.325101658914976,34.06022077584834,21.2116174823951,0.039
2025-11-18 18:47:00,80,0.05,6.921532316111798,35.00409791983728,13.841724359290383,0.03
2025-11-18 18:47:00,82,0.03,8.718934573432364,36.58383494860094,14.331122981442428,0.034
2025-11-18 18:47:00,93,0.01,9.10653561663437,40.38358597865924,10.032497820549683,0.019
2025-11-18 18:47:00,101,0.03,11.75992348744042,38.165186278080526,14.510136736894683,0.03
2025-11-18 18:47:00,103,0.03,11.481164619873594,38.9167698860693,17.881421763069604,0.03
2025-11-18 18:47:00,121,0.09,8.538268313396813,35.24704480228678,,0.069
2025-11-18 18:47:00,123,0.02,8.538742925095061,37.791813976847905,-985.7139796596701,0.089
2025-11-18 18:47:00,127,0.02,8.459774993751846,39.88136386558202,-169.217584255855,0.368
2025-11-18 18:47:00,128,0.06,8.518371583664623,42.452509173008046,-136.72293528414033,0.193
2025-11-18 18:47:00,129,0.06,8.491646358603331,43.624671286344864,,0.042
2025-11-18 18:47:00,134,0.08,8.468194743385872,43.79882713431948,,0.09
2025-11-18 18:47:00,136,0.04,8.529610023995538,36.284739621160284,-123.54595081827148,0.247
2025-11-18 18:47:00,201,0.04,8.593736305443564,41.99842616759463,-66.29995691959367,0.025
2025-11-18 18:47:00,142,0.03,8.432582228594432,42.56483691860849,3.783616240873673,0.048
2025-11-18 18:47:00,145,0.03,8.42259516407379,40.14890458468054,3.4427556734725338,0.026
2025-11-18 18:47:00,148,0.05,12.313332495598896,42.452603992811476,14.931388949810666,0.056
2025-11-18 18:47:00,150,0.05,10.613161196961311,44.68638076897883,12.500309873341553,0.064
2025-11-18 18:47:00,151,0.05,12.214076766383474,36.80259719533605,13.157431723138709,0.034
2025-11-18 18:47:00,152,0.04,14.872211163861664,41.83057185771781,26.817259052660116,0.055
2025-11-18 18:47:00,153,0.02,10.800997915197716,41.56264673541057,12.361153274864508,0.057
2025-11-18 18:47:00,161,0.04,8.486332819975019,44.386803885500896,,0.029
2025-11-18 18:47:00,164,0.02,7.209042881680169,39.025216114245424,,0.03
2025-11-18 18:47:00,165,0.04,10.25093866234482,36.771748846470565,,0.03
2025-11-18 18:47:00,174,0.02,13.030852586827676,38.79,,0.026
2025-11-18 18:47:00,178,0.04,13.926385319314916,43.61305807496318,,0.041
2025-11-18 18:47:00,224,0.04,4.656684595355706,41.061264485388755,,0.026
2025-11-18 18:47:00,225,0.01,11.426271510686991,33.87170944743912,,0.028
2025-11-18 18:47:00,242,0.02,8.593736305443564,41.99842616759463,,0.022
2025-11-18 18:48:00,5,0.09,12.733293193929073,43.093841127424945,17.75967793467,0.057
2025-11-18 18:48:00,12,0.05,7.398228525132184,41.53636956498986,9.665490657849384,0.032
2025-11-18 18:48:00,18,0.05,9.876977671331073,36.84992003217055,9.361273712683579,0.024
2025-11-18 18:48:00,23,0.05,6.105639338427301,38.68453571108431,7.246616620497319,0.026
2025-11-18 18:48:00,25,0.02,9.164721255705853,39.59551626323631,6.729830757657017,0.03
2025-11-18 18:48:00,28,0.05,9.792288087168538,33.590915945556304,7.435519333292204,0.033
2025-11-18 18:48:00,29,0.0,13.518974727132088,39.670813739471114,17.69780047603752,0.033
2025-11-18 18:48:00,46,0.04,11.54501605143206,37.173956179482104,31.839267709274303,0.085
2025-11-18 18:48:00,53,0.01,8.22073947936771,38.98096254861257,41.02830521326236,0.096
2025-11-18 18:48:00,56,0.11,13.65830919763835,37.79579665569156,30.475038617097667,0.046
2025-11-18 18:48:00,57,0.06,10.325101658914976,34.06022077584834,22.68374233755082,0.04
2025-11-18 18:48:00,80,0.03,6.921532316111798,35.00409791983728,13.695530320786178,0.029
2025-11-18 18:48:00,82,0.03,8.718934573432364,36.58383494860094,14.050233299532099,0.037
2025-11-18 18:48:00,93,0.01,9.10653561663437,40.38358597865924,9.893692396807365,0.022
2025-11-18 18:48:00,101,0.03,11.672315398259826,38.18602534610571,13.689265956406997,0.029
2025-11-18 18:48:00,103,0.04,11.56411890765503,38.92124099689898,17.383381991887173,0.026
2025-11-18 18:48:00,121,0.08,8.538268313396813,35.24704480228678,-716.7547709444036,0.077
2025-11-18 18:48:00,123,0.02,8.538742925095061,37.791813976847905,-997.104759971909,0.083
2025-11-18 18:48:00,127,0.02,8.459774993751846,39.88136386558202,-172.21786309447307,0.334
2025-11-18 18:48:00,128,0.08,8.518371583664623,42.452509173008046,-127.99940513561566,0.175
2025-11-18 18:48:00,129,0.07,8.491646358603331,43.624671286344864,,0.044
2025-11-18 18:48:00,134,0.06,8.468194743385872,43.79882713431948,,0.082
2025-11-18 18:48:00,136,0.04,8.529610023995538,36.284739621160284,-125.83182303605447,0.249
2025-11-18 18:48:00,201,0.05,8.593736305443564,41.99842616759463,-69.57336292003437,0.028
2025-11-18 18:48:00,142,0.05,8.432582228594432,42.56483691860849,6.544721789817229,0.044
2025-11-18 18:48:00,145,0.02,8.42259516407379,40.14890458468054,3.410259814991933,0.034
2025-11-18 18:48:00,148,0.04,12.375916354346218,42.3952766782272,12.949331008675863,0.066
2025-11-18 18:48:00,150,,10.51151212216028,44.71118541537346,9.064174926160813,0.056
2025-11-18 18:48:00,151,0.06,12.214076766383474,36.80259719533605,12.422104816327623,0.036
2025-11-18 18:48:00,152,0.06,14.872211163861664,41.83057185771781,24.676457582928016,0.051
2025-11-18 18:48:00,153,0.0,10.800997915197716,41.56264673541057,12.967286996541947,0.051
2025-11-18 18:48:00,161,0.04,8.486332819975019,44.386803885500896,,0.026
2025-11-18 18:48:00,164,0.02,7.209042881680169,39.025216114245424,,0.019
2025-11-18 18:48:00,165,0.04,10.178051531630501,36.822455711475676,,0.03
2025-11-18 18:48:00,174,0.04,13.030852586827676,38.79,,0.028
2025-11-18 18:48:00,178,0.04,13.926385319314916,43.61305807496318,,0.045
2025-11-18 18:48:00,224,0.03,4.850373073859471,41.05774485268804,,0.027
2025-11-18 18:48:00,225,0.04,11.42629074728757,34.08817491513357,,0.029
2025-11-18 18:48:00,242,0.01,8.593736305443564,41.99842616759463,,0.022
2025-11-18 18:49:00,5,0.1,12.806836988018649,43.02900523916022,20.296326016786573,0.059
2025-11-18 18:49:00,12,0.04,7.351180958270146,41.505689073248384,8.462450074426362,0.032
2025-11-18 18:49:00,18,0.06,9.910287088355657,36.863705367787304,10.399456927905883,0.024
2025-11-18 18:49:00,23,0.05,6.203745282007343,38.687957739633255,7.3520330317867915,0.03
2025-11-18 18:49:00,25,0.03,9.13693186590909,39.59692840168668,6.2315402060241,0.027
2025-11-18 18:49:00,28,0.03,9.702721305388287,33.58032563343637,11.441954678771872,0.032
2025-11-18 18:49:00,29,,13.354528734327895,39.716721167732715,15.277580330823398,0.027
2025-11-18 18:49:00,46,0.05,11.516798887763867,37.13092701383282,31.78138352874746,0.079
2025-11-18 18:49:00,53,0.02,8.2175838864497,38.96525263442394,42.25432140614127,0.129
2025-11-18 18:49:00,56,0.07,13.65830919763835,37.79579665569156,29.124996738038785,0.054
2025-11-18 18:49:00,57,0.06,10.406334077308863,34.081887361786144,22.990387429567356,0.035
2025-11-18 18:49:00,80,0.06,6.987057551840924,34.96593742182699,14.143211650313582,0.028
2025-11-18 18:49:00,82,0.03,8.757002828912302,36.57715257666668,14.165217379846268,0.037
2025-11-18 18:49:00,93,0.01,9.079079114527275,40.38322097736559,9.664439567916824,0.022
2025-11-18 18:49:00,101,0.03,11.672315398259826,38.18602534610571,14.078907908292075,0.023
2025-11-18 18:49:00,103,0.03,11.561480747763767,38.964924273574766,17.832179793620888,0.03
2025-11-18 18:49:00,121,0.09,8.538268313396813,35.24704480228678,-720.5397213011119,0.076
2025-11-18 18:49:00,123,0.02,8.538742925095061,37.791813976847905,-990.9931845058923,0.075
2025-11-18 18:49:00,127,,8.459774993751846,39.88136386558202,-166.5712082771482,0.486
2025-11-18 18:49:00,128,0.08,8.518371583664623,42.452509173008046,-133.21251388453587,0.257
2025-11-18 18:49:00,129,0.07,8.491646358603331,43.624671286344864,,0.045
2025-11-18 18:49:00,134,0.04,8.468194743385872,43.79882713431948,,0.089
2025-11-18 18:49:00,136,0.05,8.529610023995538,36.284739621160284,-130.7262051399064,0.208
2025-11-18 18:49:00,201,0.04,8.593736305443564,41.99842616759463,-61.594258354346096,0.025
2025-11-18 18:49:00,142,0.05,8.432582228594432,42.56483691860849,9.382923991570854,0.05
2025-11-18 18:49:00,145,0.01,8.42259516407379,40.14890458468054,2.75312134349534,0.027
2025-11-18 18:49:00,148,0.05,12.375916354346218,42.3952766782272,12.861962853967242,0.066
2025-11-18 18:49:00,150,0.05,10.51151212216028,44.71118541537346,14.290640700136352,0.064
2025-11-18 18:49:00,151,0.04,12.24784130579448,36.85818202872508,12.995872556452369,0.033
2025-11-18 18:49:00,152,0.07,14.818949392430072,41.93358230794611,20.103881181668683,0.054
2025-11-18 18:49:00,153,0.02,10.848501570925185,41.53239891200597,12.469746318677913,0.052
2025-11-18 18:49:00,161,0.03,8.582725588187596,44.397668055751524,,0.028
2025-11-18 18:49:00,164,0.02,7.137186799666697,39.03406498248683,,0.022
2025-11-18 18:49:00,165,0.03,10.178051531630501,36.822455711475676,,0.027
2025-11-18 18:49:00,174,0.04,13.164558866800583,38.86262219099572,,0.027
2025-11-18 18:49:00,178,0.05,13.926385319314916,43.61305807496318,,0.043
2025-11-18 18:49:00,224,0.03,4.850373073859471,41.05774485268804,,0.029
2025-11-18 18:49:00,225,0.03,11.42629074728757,34.08817491513357,,0.029
2025-11-18 18:49:00,242,0.02,8.593736305443564,41.99842616759463,,0.021
2025-11-18 18:50:00,5,0.11,12.946102834536315,43.19233339978823,20.89224371759734,0.052
2025-11-18 18:50:00,12,0.02,7.291730468691784,41.59660996174371,7.998102629306391,0.031
2025-11-18 18:50:00,18,0.04,9.94335398385039,36.878081204476516,9.425058615154796,0.022
2025-11-18 18:50:00,23,0.05,6.202426302488334,38.7389712457762,5.479702423207193,0.022
2025-11-18 18:50:00,25,0.02,9.109110749304515,39.59735733185092,6.092910733488094,0.032
2025-11-18 18:50:00,28,,9.702721305388287,33.58032563343637,8.11301789328453,0.029
2025-11-18 18:50:00,29,,13.354528734327895,39.716721167732715,18.471404450012802,0.03
2025-11-18 18:50:00,46,0.05,11.43809476074758,37.18569370820046,29.5340875353805,0.084
2025-11-18 18:50:00,53,0.02,8.161860398453282,38.97616807258642,40.892959069217596,0.143
2025-11-18 18:50:00,56,0.04,13.837620832587147,37.84436643073264,29.078177608316455,0.057
2025-11-18 18:50:00,57,0.05,10.487181957999132,34.1049986073764,22.53356047684254,0.042
2025-11-18 18:50:00,80,0.05,6.987057551840924,34.96593742182699,13.98791839779459,0.031
2025-11-18 18:50:00,82,0.03,8.795180378708826,36.57114163616022,14.395185540474607,0.037
2025-11-18 18:50:00,93,0.01,9.051633077351777,40.3823710459012,9.747722822162215,0.019
2025-11-18 18:50:00,101,0.03,11.587071574658864,38.20628905691117,13.154532892880704,0.028
2025-11-18 18:50:00,103,0.04,11.561480747763767,38.964924273574766,17.174048741608555,0.027
2025-11-18 18:50:00,121,0.1,8.538268313396813,35.24704480228678,-698.8464173002462,0.086
2025-11-18 18:50:00,123,0.03,8.538742925095061,37.791813976847905,-1002.9172463338635,0.086
2025-11-18 18:50:00,127,,8.459774993751846,39.88136386558202,-166.89538701234255,0.388
2025-11-18 18:50:00,128,0.08,8.518371583664623,42.452509173008046,-139.46877626527032,0.219
2025-11-18 18:50:00,129,0.06,8.491646358603331,43.624671286344864,,0.043
2025-11-18 18:50:00,134,0.0,8.468194743385872,43.79882713431948,,0.074
2025-11-18 18:50:00,136,0.06,8.529610023995538,36.284739621160284,-120.48167607069188,0.208
