Time,SVID,S4_index,Dlat_IPP,Dlong_IPP,VTEC,Phi60_Sig1_60
2025-11-18 21:01:00,10,0.01,8.350704339481815,37.773454190199935,9.235842876897726,0.026
2025-11-18 21:01:00,16,,13.8194389300229,34.2411312444535,18.549319686602527,0.044
2025-11-18 21:01:00,18,0.04,13.837620832587147,39.73563356926736,19.480814365258947,0.033
2025-11-18 21:01:00,23,,10.390997765941677,39.11472499444346,10.264866248531318,0.02
2025-11-18 21:01:00,25,0.14,3.322615070490681,41.12581329987211,14.821300412614374,0.041
2025-11-18 21:01:00,26,,9.844912481363263,36.322065007099006,11.164672904738671,0.028
2025-11-18 21:01:00,29,0.02,9.369732615900125,42.890083712712666,12.264740732434388,0.027
2025-11-18 21:01:00,32,0.04,2.6261322002425382,38.79,15.236515273213616,0.037
2025-11-18 21:01:00,42,0.02,9.653226919543238,41.685573879845954,37.25811753244046,0.12
2025-11-18 21:01:00,43,0.04,4.811099424147653,39.395678657950135,,0.07
2025-11-18 21:01:00,46,0.03,6.034007776194741,37.007286157453144,24.917646202185146,0.095
2025-11-18 21:01:00,47,0.03,9.441572875174861,35.442849223258946,,0.037
2025-11-18 21:01:00,57,0.02,15.85660238150369,38.79,31.443695012482593,0.043
2025-11-18 21:01:00,74,0.09,3.218487160571295,39.93470730044628,15.66039381035729,0.039
2025-11-18 21:01:00,80,0.02,11.509285856638975,35.63779557977697,20.25592968274318,0.028
2025-11-18 21:01:00,81,0.04,10.030389022088942,32.53562768952596,15.262407636258644,0.061
2025-11-18 21:01:00,82,0.02,12.419193484670632,37.48899678562356,21.716296373945546,0.043
2025-11-18 21:01:00,89,0.04,7.4455665611024,44.15738317957165,13.560203369828516,0.076
2025-11-18 21:01:00,93,0.04,4.323057591135492,41.22973095610124,15.111834716048246,0.035
2025-11-18 21:01:00,101,0.0,8.351759299735251,38.541026239397084,14.52507263641243,0.026
2025-11-18 21:01:00,121,0.02,8.538268313396813,35.24704480228678,-711.1263732637026,0.068
2025-11-18 21:01:00,123,0.04,8.538742925095061,37.791813976847905,-986.5604582560715,0.046
2025-11-18 21:01:00,127,0.04,8.508907930302533,39.8401098504021,-159.8211363328966,0.257
2025-11-18 21:01:00,128,,8.518371583664623,42.452509173008046,-148.05268738085618,0.208
2025-11-18 21:01:00,129,0.11,8.491646358603331,43.624671286344864,,0.061
2025-11-18 21:01:00,134,0.17,8.468194743385872,43.79882713431948,,0.109
2025-11-18 21:01:00,136,0.08,8.529610023995538,36.284739621160284,-109.69054240811919,0.318
2025-11-18 21:01:00,201,0.05,8.704560354734406,42.015172801387216,-61.538897194754945,0.031
2025-11-18 21:01:00,142,0.05,8.628458909016723,42.59649654707108,8.360413299640738,0.053
2025-11-18 21:01:00,145,,8.542981627152884,40.135012241128486,5.301904897607186,0.027
2025-11-18 21:01:00,150,0.02,7.593634427803822,43.411855377982526,6.693656924800391,0.05
2025-11-18 21:01:00,151,0.02,13.031748350798468,41.023973713006924,18.35027861827288,0.037
2025-11-18 21:01:00,153,,13.394614898060247,41.036202797401046,18.094915597430028,0.05
