Time,SVID,S4_index,Dlat_IPP,Dlong_IPP,VTEC,Phi60_Sig1_60
2025-11-19 01:31:00,2,,12.518429195446869,37.788990075040964,3.0059146570606283,0.027
2025-11-19 01:31:00,4,,5.365376178642388,34.916545385937575,5.739349116277093,0.029
2025-11-19 01:31:00,8,,8.624061257295521,36.83944685084316,6.036572124845883,0.027
2025-11-19 01:31:00,27,0.02,6.904917139606734,38.15338781031958,5.515381714327668,0.028
2025-11-19 01:31:00,28,,9.027237594916363,42.50275304114878,4.78028974680987,0.023
2025-11-19 01:31:00,31,0.02,6.793170948760651,41.03638305768913,5.291249291692404,0.027
2025-11-19 01:31:00,32,0.08,14.343663555985634,41.788501842543106,3.9007207958098946,0.034
2025-11-19 01:31:00,44,0.08,13.602034662767545,38.87058894002974,21.034539197952174,0.17
2025-11-19 01:31:00,45,0.01,10.05446122652785,36.39572519963923,23.71856722583467,0.152
2025-11-19 01:31:00,58,0.03,7.52126954312996,40.90859449213444,29.241700770042254,0.097
2025-11-19 01:31:00,59,0.02,11.166428033674007,38.93654505124469,20.221492633440754,0.04
2025-11-19 01:31:00,74,0.02,12.24784130579448,40.721817971274916,8.272095275355827,0.032
2025-11-19 01:31:00,75,0.04,5.70872363997566,35.8295308525873,11.877838195478718,0.034
2025-11-19 01:31:00,76,0.02,10.43963834106605,39.36404946051682,6.40339860682014,0.022
2025-11-19 01:31:00,79,0.02,9.216784660644919,38.43558502910388,7.856047773973685,0.023
2025-11-19 01:31:00,80,0.02,10.213301297449087,41.21208490218121,10.037145756595248,0.022
2025-11-19 01:31:00,81,0.03,11.564203085258962,39.75184194221326,9.43180915277378,0.046
2025-11-19 01:31:00,82,0.02,8.804487943774896,42.883608200444456,10.661704335840007,0.038
2025-11-19 01:31:00,121,,8.538268313396813,35.24704480228678,-724.382828836787,0.051
2025-11-19 01:31:00,123,,8.538742925095061,37.791813976847905,-1001.054993421781,0.091
2025-11-19 01:31:00,127,0.02,8.626814284876312,39.83486317235016,-195.83094221386696,0.326
2025-11-19 01:31:00,128,0.05,8.518371583664623,42.452509173008046,-145.378650473809,0.27
2025-11-19 01:31:00,129,0.04,8.491646358603331,43.624671286344864,,0.033
2025-11-19 01:31:00,132,0.06,8.510280376146792,44.18499729765708,,0.292
2025-11-19 01:31:00,134,0.18,8.468194743385872,43.79882713431948,,0.106
2025-11-19 01:31:00,136,,8.529610023995538,36.284739621160284,-122.92573471807138,0.339
2025-11-19 01:31:00,201,0.03,8.760171703613718,42.02208190687106,-64.91734744672756,0.03
2025-11-19 01:31:00,142,0.01,8.835650517311217,42.49231246365258,1.900813405581282,0.047
2025-11-19 01:31:00,145,,8.743835033344176,40.0741378289659,-1.3019079799260844,0.029
2025-11-19 01:31:00,146,0.04,10.815106253587125,44.631352711417954,2.6844960553727586,0.046
2025-11-19 01:31:00,149,0.0,9.160834138050179,43.501014187681534,2.9851314605615373,0.043
2025-11-19 01:31:00,156,,11.467000534536567,45.21539693579662,3.519924333200384,0.044
2025-11-19 01:31:00,167,0.01,11.388021137380795,37.279100080267064,,0.026
2025-11-19 01:31:00,168,0.01,9.073622618447184,39.05144741358206,,0.022
2025-11-19 01:31:00,172,0.02,9.23167896111031,34.54243533877686,,0.026
2025-11-19 01:31:00,223,0.03,11.95389700291267,38.172241501702786,,0.028
2025-11-19 01:31:00,225,0.05,4.6518320043951755,42.14736169201061,,0.028
2025-11-19 01:31:00,242,,8.760171703613718,42.02208190687106,,0.024
2025-11-19 01:32:00,2,0.03,12.518429195446869,37.788990075040964,3.669312245041838,0.031
2025-11-19 01:32:00,4,,5.432639555871621,34.851314803783644,7.8295001377272575,0.028
2025-11-19 01:32:00,8,,8.624061257295521,36.83944685084316,4.930842380387528,0.028
2025-11-19 01:32:00,27,0.02,6.894281079395508,38.19224627318356,4.788605119168177,0.026
2025-11-19 01:32:00,28,0.04,9.091187396130604,42.50398120250702,1.1349032820312168,0.024
2025-11-19 01:32:00,31,0.03,6.832222621371238,41.076846170950716,7.054999055589871,0.027
2025-11-19 01:32:00,32,0.12,14.548065869686864,41.90853214049117,2.4336613379797902,0.036
2025-11-19 01:32:00,44,0.05,13.758626225917558,38.95694744455435,22.577643376385364,0.099
2025-11-19 01:32:00,45,0.02,10.05446122652785,36.39572519963923,21.77882571043608,0.137
2025-11-19 01:32:00,58,0.02,7.52126954312996,40.90859449213444,29.63520821748175,0.066
2025-11-19 01:32:00,59,0.02,11.092681693990505,38.93125602554108,22.73190413300582,0.047
2025-11-19 01:32:00,74,0.04,12.354056435033337,40.78808478499614,6.439530594034004,0.031
2025-11-19 01:32:00,75,0.03,5.70872363997566,35.8295308525873,11.480522426095655,0.032
2025-11-19 01:32:00,76,0.02,10.449327127143393,39.34037623031174,6.996440636883596,0.022
2025-11-19 01:32:00,79,0.02,9.234953065407428,38.4417237713368,8.503682512705616,0.021
2025-11-19 01:32:00,80,0.02,10.17140867581091,41.23111794846474,9.953651052619872,0.022
2025-11-19 01:32:00,81,0.03,11.564203085258962,39.75184194221326,8.916152045814757,0.045
2025-11-19 01:32:00,82,0.03,8.793156320940229,43.02463329985744,10.746523018776664,0.045
2025-11-19 01:32:00,121,0.04,8.538268313396813,35.24704480228678,-727.7430965377846,0.064
2025-11-19 01:32:00,123,,8.538742925095061,37.791813976847905,-999.1278438173076,0.077
2025-11-19 01:32:00,127,0.02,8.626814284876312,39.83486317235016,-200.139518269549,0.341
2025-11-19 01:32:00,128,0.06,8.518371583664623,42.452509173008046,-153.57561741239297,0.173
2025-11-19 01:32:00,129,,8.491646358603331,43.624671286344864,,0.028
2025-11-19 01:32:00,132,0.09,8.510280376146792,44.18499729765708,,0.3
2025-11-19 01:32:00,134,0.17,8.468194743385872,43.79882713431948,,0.106
2025-11-19 01:32:00,136,,8.529610023995538,36.284739621160284,-121.78319015974819,0.268
2025-11-19 01:32:00,201,,8.760171703613718,42.02208190687106,-56.66285659999616,0.027
2025-11-19 01:32:00,142,0.02,8.835650517311217,42.49231246365258,1.6854011833328262,0.049
2025-11-19 01:32:00,145,,8.743835033344176,40.0741378289659,-0.040598122690820485,0.028
2025-11-19 01:32:00,146,0.02,10.815106253587125,44.631352711417954,1.4837741796369177,0.051
2025-11-19 01:32:00,149,0.02,9.160834138050179,43.501014187681534,3.6403331324363988,0.039
2025-11-19 01:32:00,156,0.0,11.577144141537318,45.173700313479934,3.9390183800161456,0.047
2025-11-19 01:32:00,167,0.0,11.388021137380795,37.279100080267064,,0.023
2025-11-19 01:32:00,168,0.01,9.046838481576168,39.046155248315856,,0.019
